"Решение Совета депутатов города Фрязино от 30.12.2010 № 46 О предложениях по включению депутатов Совета депутатов в состав коллегиальных органов, создаваемых Главой города и администрацией города Фрязино",Reshenie-Soveta-deputatov-goroda-Fryazino-ot-30122010-46-O-predlozheniyah-po-vklyucheniyu-deputatov-Soveta-deputatov-v-sostav-kollegialnyh-organov-sozdavaemyh-Glavoy-goroda-i-administratsiey-goroda-Fryazino,46,2,5,3,2010-12-30,,2010-12-30 00:00,True,uploads/olddocs/2010/12/30/46.1.doc
Решение Совета депутатов города Фрязино от 30.12.2010 № 45 Об утверждении Состава городской трехсторонней комиссии по регулированию социально-трудовых отношений,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-30122010-45-Ob-utverzhdenii-Sostava-gorodskoy-trehstoronney-komissii-po-regulirovaniyu-sotsialno-trudovyh-otnosheniy,45,2,5,3,2010-12-30,,2010-12-30 00:00,True,uploads/olddocs/2010/12/30/45.1.doc
Решение Совета депутатов города Фрязино от 30.12.2010 № 44 О тарифной ставке первого разряда тарифной сетки по оплате труда рабочих муниципальных учреждений города Фрязино Московской области ,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-30122010-44-O-tarifnoy-stavke-pervogo-razryada-tarifnoy-setki-po-oplate-truda-rabochih-munitsipalnyh-uchrezhdeniy-goroda-Fryazino-Moskovskoy-oblasti,44,2,5,3,2010-12-30,,2010-12-30 00:00,True,uploads/olddocs/2010/12/30/44.1.doc
Решение Совета депутатов города Фрязино от 30.12.2010 № 43 О принятии положения о муниципальном заказе города Фрязино,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-30122010-43-O-prinyatii-polozheniya-o-munitsipalnom-zakaze-goroda-Fryazino,43,2,5,3,2010-12-30,,2010-12-30 00:00,True,uploads/olddocs/2010/12/30/43.1.doc
Решение Совета депутатов города Фрязино от 30.12.2010 № 42 О внесении изменений в программу комплексного социально-экономического развития города Фрязино как наукограда Российской Федерации на 2008-2012 годы,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-30122010-42-O-vnesenii-izmeneniy-v-programmu-kompleksnogo-sotsialno-ekonomicheskogo-razvitiya-goroda-Fryazino-kak-naukograda-Rossiyskoy-Federatsii-na-2008-2012-gody,42,2,5,3,2010-12-30,,2010-12-30 00:00,True,uploads/olddocs/2010/12/30/42.1.doc
Решение Совета депутатов города Фрязино от 30.12.2010 № 41 О предоставлении в безвозмездное пользование муниципального имущества,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-30122010-41-O-predostavlenii-v-bezvozmezdnoe-polzovanie-munitsipalnogo-imuschestva,41,2,5,3,2010-12-30,,2010-12-30 00:00,True,uploads/olddocs/2010/12/30/41.1.doc
"Решение Совета депутатов города Фрязино от 30.12.2010 № 40 Об условиях приватизации объектов муниципальной собственности, расположенных по адресу: Московская об-ласть, г.Фрязино, ул.Горького, д.10а, стр.4, стр.3, стр.1",Reshenie-Soveta-deputatov-goroda-Fryazino-ot-30122010-40-Ob-usloviyah-privatizatsii-obektov-munitsipalnoy-sobstvennosti-raspolozhennyh-po-adresu-Moskovskaya-ob-last-gFryazino-ulGorkogo-d10a-str4-str3-str1,40,2,5,3,2010-12-30,,2010-12-30 00:00,True,uploads/olddocs/2010/12/30/40.1.doc
"Решение Совета депутатов города Фрязино от 30.12.2010 № 39 Об условиях приватизации объекта муниципальной собственности, расположенного по адресу: Московская область, г.Фрязино, ул.Озерная, д.6, стр.9",Reshenie-Soveta-deputatov-goroda-Fryazino-ot-30122010-39-Ob-usloviyah-privatizatsii-obekta-munitsipalnoy-sobstvennosti-raspolozhennogo-po-adresu-Moskovskaya-oblast-gFryazino-ulOzernaya-d6-str9,39,2,5,3,2010-12-30,,2010-12-30 00:00,True,uploads/olddocs/2010/12/30/39.1.doc
"Решение Совета депутатов города Фрязино от 30.12.2010 № 38 Об условиях приватизации объекта муниципальной собственности, расположенного по адресу: Московская область, г. Фрязино, ул. Озерная, д.6, стр.1, пом.107, 110",Reshenie-Soveta-deputatov-goroda-Fryazino-ot-30122010-38-Ob-usloviyah-privatizatsii-obekta-munitsipalnoy-sobstvennosti-raspolozhennogo-po-adresu-Moskovskaya-oblast-g-Fryazino-ul-Ozernaya-d6-str1-pom107-110,38,2,5,3,2010-12-30,,2010-12-30 00:00,True,uploads/olddocs/2010/12/30/38.1.doc
Решение Совета депутатов города Фрязино от 30.12.2010 № 37 О назначении на должность Руководителя администрации города Фрязино,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-30122010-37-O-naznachenii-na-dolzhnost-Rukovoditelya-administratsii-goroda-Fryazino,37,2,5,3,2010-12-30,,2010-12-30 00:00,True,uploads/olddocs/2010/12/30/37.1.doc
