Решение Совета депутатов города Фрязино от 09.02.2012 № 122 О внесении изменений в решение Совета депутатов города Фрязино от 16.12.2010 № 26 «О бюджете города Фрязино на 2011 год»,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-09022012-122-O-vnesenii-izmeneniy-v-reshenie-Soveta-deputatov-goroda-Fryazino-ot-16122010-26-O-byudzhete-goroda-Fryazino-na-2011-god,122,2,5,3,2012-02-09,,2012-02-09 00:00,True,uploads/olddocs/2012/02/09/122_1.zip
Решение Совета депутатов города Фрязино от 09.02.2012 № 123 О внесении изменений в решение Совета депутатов города Фрязино от 15.12.2011 № 109 «О бюджете города Фрязино на 2012 год» ,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-09022012-123-O-vnesenii-izmeneniy-v-reshenie-Soveta-deputatov-goroda-Fryazino-ot-15122011-109-O-byudzhete-goroda-Fryazino-na-2012-god,123,2,5,3,2012-02-09,,2012-02-09 00:00,True,uploads/olddocs/2012/02/09/123_1.zip
"Решение Совета депутатов города Фрязино от 09.02.2012 № 124 Об условиях приватизации объекта муниципальной собственности, расположенного по адресу: Московская область, г.Фрязино, ул. Вокзальная, д. 2 ",Reshenie-Soveta-deputatov-goroda-Fryazino-ot-09022012-124-Ob-usloviyah-privatizatsii-obekta-munitsipalnoy-sobstvennosti-raspolozhennogo-po-adresu-Moskovskaya-oblast-gFryazino-ul-Vokzalnaya-d-2,124,2,5,3,2012-02-09,,2012-02-09 00:00,True,uploads/olddocs/2012/02/09/124.doc
Решение Совета депутатов города Фрязино от 09.02.2012 № 125 О внесении изменений в решение Совета депутатов города Фрязино от 27.05.2010 №500 «Об условиях приватизации объекта муниципальной собственности - имущественного комплекса муниципального унитарного предприятия «Теплосеть»,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-09022012-125-O-vnesenii-izmeneniy-v-reshenie-Soveta-deputatov-goroda-Fryazino-ot-27052010-500-Ob-usloviyah-privatizatsii-obekta-munitsipalnoy-sobstvennosti---imuschestvennogo-kompleksa-munitsipalnogo-unitarnogo-predpriyatiya-Teploset,125,2,5,3,2012-02-09,,2012-02-09 00:00,True,uploads/olddocs/2012/02/09/125.doc
Решение Совета депутатов города Фрязино от 09.02.2012 № 126 Об отчете Главы города Фрязино о результатах его деятельности за 2011 год ,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-09022012-126-Ob-otchete-Glavy-goroda-Fryazino-o-rezultatah-ego-deyatelnosti-za-2011-god,126,2,5,3,2012-02-09,,2012-02-09 00:00,True,uploads/olddocs/2012/02/09/126.doc
Решение Совета депутатов города Фрязино от 09.02.2012 № 127 О реализации городским округом Фрязино Московской области права на участие в осуществлении государственных полномочий по выплате компенсации на школьную и спортивную форму многодетным семьям ,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-09022012-127-O-realizatsii-gorodskim-okrugom-Fryazino-Moskovskoy-oblasti-prava-na-uchastie-v-osuschestvlenii-gosudarstvennyh-polnomochiy-po-vyplate-kompensatsii-na-shkolnuyu-i-sportivnuyu-formu-mnogodetnym-semyam,127,2,5,3,2012-02-09,,2012-02-09 00:00,True,uploads/olddocs/2012/02/09/127.doc
Решение Совета депутатов города Фрязино от 09.02.2012 № 128 Об утверждении Перспективного плана работы Совета депутатов города Фрязино на I полугодие 2012 года,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-09022012-128-Ob-utverzhdenii-Perspektivnogo-plana-raboty-Soveta-deputatov-goroda-Fryazino-na-I-polugodie-2012-goda,128,2,5,3,2012-02-09,,2012-02-09 00:00,True,uploads/olddocs/2012/02/09/128.doc
Решение Совета депутатов города Фрязино от 22.03.2012 № 129  О внесении изменений в решение Совета депутатов города Фрязино от 15.12.2011 № 109 «О бюджете города Фрязино на 2012 год»,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-22032012-129-O-vnesenii-izmeneniy-v-reshenie-Soveta-deputatov-goroda-Fryazino-ot-15122011-109-O-byudzhete-goroda-Fryazino-na-2012-god,129,2,5,3,2012-03-22,,2012-03-22 00:00,True,uploads/olddocs/2012/03/22/129.zip
Решение Совета депутатов города Фрязино от 22.03.2012 № 130 Об отчете Контрольно-счетной палаты города Фрязино о результатах деятельности за 2011 год,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-22032012-130-Ob-otchete-Kontrolno-schetnoy-palaty-goroda-Fryazino-o-rezultatah-deyatelnosti-za-2011-god,130,2,5,3,2012-03-22,,2012-03-22 00:00,True,uploads/olddocs/2012/03/22/130.1.zip
Решение Совета депутатов города Фрязино от 22.03.2012 № 131 О внесении изменений в программу комплексного социально-экономического развития города Фрязино как наукограда Российской Федерации на 2008-2012 годы ,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-22032012-131-O-vnesenii-izmeneniy-v-programmu-kompleksnogo-sotsialno-ekonomicheskogo-razvitiya-goroda-Fryazino-kak-naukograda-Rossiyskoy-Federatsii-na-2008-2012-gody,131,2,5,3,2012-03-22,,2012-03-22 00:00,True,uploads/olddocs/2012/03/22/131.zip
Решение Совета депутатов города Фрязино от 22.03.2012 № 132 О внесении изменений в решение Совета депутатов города Фрязино от 28.01.2010 № 468 «Об утверждении состава Совета директоров научно – производственного комплекса г. Фрязино» ,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-22032012-132-O-vnesenii-izmeneniy-v-reshenie-Soveta-deputatov-goroda-Fryazino-ot-28012010-468-Ob-utverzhdenii-sostava-Soveta-direktorov-nauchno-–-proizvodstvennogo-kompleksa-g-Fryazino,132,2,5,3,2012-03-22,,2012-03-22 00:00,True,uploads/olddocs/2012/03/22/132.1.doc
"Решение Совета депутатов города Фрязино от 22.03.2012 № 133 Об утверждении перечня услуг, которые являются необходимыми и обязательными для предоставления муниципальных услуг администрацией города Фрязино и ее структурными подразделениями и предоставляются организациями, участвующими в предоставлении муниципальных услуг",Reshenie-Soveta-deputatov-goroda-Fryazino-ot-22032012-133-Ob-utverzhdenii-perechnya-uslug-kotorye-yavlyayutsya-neobhodimymi-i-obyazatelnymi-dlya-predostavleniya-munitsipalnyh-uslug-administratsiey-goroda-Fryazino-i-ee-strukturnymi-podrazdeleniyami-i-predostavlyayutsya-organizatsiyami-uchastvuyuschimi-v-predostavlenii-munitsipalnyh-uslug,133,2,5,3,2012-03-22,,2012-03-22 00:00,True,uploads/olddocs/2012/03/22/133.1.doc
"Решение Совета депутатов города Фрязино от 22.03.2012 № 134 Об условиях приватизации объекта муниципальной собственности, расположенного по адресу: Московская область, г. Фрязино, ул. Озерная, д. 6, строение 6",Reshenie-Soveta-deputatov-goroda-Fryazino-ot-22032012-134-Ob-usloviyah-privatizatsii-obekta-munitsipalnoy-sobstvennosti-raspolozhennogo-po-adresu-Moskovskaya-oblast-g-Fryazino-ul-Ozernaya-d-6-stroenie-6,134,2,5,3,2012-03-22,,2012-03-22 00:00,True,uploads/olddocs/2012/03/22/134.1.doc
Решение Совета депутатов города Фрязино от 22.03.2012 № 135 О внесении изменения в решение Совета депутатов города Фрязино от 30.12.2010 № 45 «Об утверждении Состава городской трехсторонней комиссии по регулированию социально-трудовых отношений»,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-22032012-135-O-vnesenii-izmeneniya-v-reshenie-Soveta-deputatov-goroda-Fryazino-ot-30122010-45-Ob-utverzhdenii-Sostava-gorodskoy-trehstoronney-komissii-po-regulirovaniyu-sotsialno-trudovyh-otnosheniy,135,2,5,3,2012-03-22,,2012-03-22 00:00,True,uploads/olddocs/2012/03/22/135.1.doc
"Решение Совета депутатов города Фрязино от 27.04.2012 № 136 О принятии новой редакции Положения «О порядке ликвидации самовольно установленных металлических гаражей типа «Ракушка» на территории г. Фрязино», принятое решением Совета депутатов города Фрязино от 30.01.2002 № 16",Reshenie-Soveta-deputatov-goroda-Fryazino-ot-27042012-136-O-prinyatii-novoy-redaktsii-Polozheniya-O-poryadke-likvidatsii-samovolno-ustanovlennyh-metallicheskih-garazhey-tipa-Rakushka-na-territorii-g-Fryazino-prinyatoe-resheniem-Soveta-deputatov-goroda-Fryazino-ot-30012002-16,136,2,5,3,2012-04-27,,2012-04-27 00:00,True,uploads/olddocs/2012/04/27/136.1.doc
Решение Совета депутатов города Фрязино от 27.04.2012 № 137 Об утверждении Положения об организации и осуществлении мероприятий по работе с детьми и молодежью в городском округе Фрязино Московской области,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-27042012-137-Ob-utverzhdenii-Polozheniya-ob-organizatsii-i-osuschestvlenii-meropriyatiy-po-rabote-s-detmi-i-molodezhyu-v-gorodskom-okruge-Fryazino-Moskovskoy-oblasti,137,2,5,3,2012-04-27,,2012-04-27 00:00,True,uploads/olddocs/2012/04/27/137.1.doc
"Решение Совета депутатов города Фрязино от 27.04.2012 № 138 О принятии «Правил выявления, перемещения, хранения и утилизации брошенного (бесхозяйного) автотранспорта, частей разукомплектованного автотранспорта на территории городского округа Фрязино Московской области»",Reshenie-Soveta-deputatov-goroda-Fryazino-ot-27042012-138-O-prinyatii-Pravil-vyyavleniya-peremescheniya-hraneniya-i-utilizatsii-broshennogo-beshozyaynogo-avtotransporta-chastey-razukomplektovannogo-avtotransporta-na-territorii-gorodskogo-okruga-Fryazino-Moskovskoy-oblasti,138,2,5,3,2012-04-27,,2012-04-27 00:00,True,uploads/olddocs/2012/04/27/138.1_.doc
Решение Совета депутатов города Фрязино от 27.04.2012 № 139 Об утверждении «Плана работ по благоустройству города Фрязино на 2012 год»,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-27042012-139-Ob-utverzhdenii-Plana-rabot-po-blagoustroystvu-goroda-Fryazino-na-2012-god,139,2,5,3,2012-04-27,,2012-04-27 00:00,True,uploads/olddocs/2012/04/27/139.1.doc
"Решение Совета депутатов города Фрязино от 27.04.2012 № 140 О Положении «О порядке учета предло-жений по проекту Устава городского округа Фрязино Московской области, проекту муниципального правового акта о внесении изменений и дополнений в Устав городского округа Фрязино Московской области и порядке участия граждан в их обсуждении» ",Reshenie-Soveta-deputatov-goroda-Fryazino-ot-27042012-140-O-Polozhenii-O-poryadke-ucheta-predlo-zheniy-po-proektu-Ustava-gorodskogo-okruga-Fryazino-Moskovskoy-oblasti-proektu-munitsipalnogo-pravovogo-akta-o-vnesenii-izmeneniy-i-dopolneniy-v-Ustav-gorodskogo-okruga-Fryazino-Moskovskoy-oblasti-i-poryadke-uchastiya-grazhdan-v-ih-obsuzhdenii,140,2,5,3,2012-04-27,,2012-04-27 00:00,True,uploads/olddocs/2012/04/27/140.1.doc
Решение Совета депутатов города Фрязино от 01.06.2012 № 141 Об утверждении исполнения бюджета города Фрязино за 2011 год,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-01062012-141-Ob-utverzhdenii-ispolneniya-byudzheta-goroda-Fryazino-za-2011-god,141,2,5,3,2012-06-01,,2012-06-01 00:00,True,uploads/olddocs/2012/06/01/141.zip
Решение Совета депутатов города Фрязино от 01.06.2012 № 142 О внесении изменений в решение Совета депутатов города Фрязино от 15.12.2011 № 109 «О бюджете города Фрязино на 2012 год»,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-01062012-142-O-vnesenii-izmeneniy-v-reshenie-Soveta-deputatov-goroda-Fryazino-ot-15122011-109-O-byudzhete-goroda-Fryazino-na-2012-god,142,2,5,3,2012-06-01,,2012-06-01 00:00,True,uploads/olddocs/2012/06/01/142.1.zip
Решение Совета депутатов города Фрязино от 01.06.2012 № 143 Об утверждении Положения о Комитете по управлению имуществом и жилищным вопросам администрации г. Фрязино,Reshenie-Soveta-deputatov-goroda-Fryazino-ot-01062012-143-Ob-utverzhdenii-Polozheniya-o-Komitete-po-upravleniyu-imuschestvom-i-zhilischnym-voprosam-administratsii-g-Fryazino,143,2,5,3,2012-06-01,,2012-06-01 00:00,True,uploads/olddocs/2012/06/01/143.zip
"Решение Совета депутатов города Фрязино от 01.06.2012 № 144 Об утверждении Положения об Управлении культуры, физической культуры и спорта администрации города Фрязино в новой редакции",Reshenie-Soveta-deputatov-goroda-Fryazino-ot-01062012-144-Ob-utverzhdenii-Polozheniya-ob-Upravlenii-kultury-fizicheskoy-kultury-i-sporta-administratsii-goroda-Fryazino-v-novoy-redaktsii,144,2,5,3,2012-06-01,,2012-06-01 00:00,True,uploads/olddocs/2012/06/01/144.zip
