"Распоряжение администрации города от 14.11.2012 № 130р Об утверждении нормативных документов, определяющих правила и порядок работы в администрации города Фрязино при обработке персональных данных",Rasporyazhenie-administratsii-goroda-ot-14112012-130r-Ob-utverzhdenii-normativnyh-dokumentov-opredelyayuschih-pravila-i-poryadok-raboty-v-administratsii-goroda-Fryazino-pri-obrabotke-personalnyh-dannyh,130,3,4,2,2012-11-14,,2012-11-14 00:00,True,uploads/olddocs/glava/2012/11/14/130___.doc
Распоряжение администрации города от 09.11.2012 № 129р Об утверждении Правил работы с обезличенными персональными данными в администрации города Фрязино,Rasporyazhenie-administratsii-goroda-ot-09112012-129r-Ob-utverzhdenii-Pravil-raboty-s-obezlichennymi-personalnymi-dannymi-v-administratsii-goroda-Fryazino,129,3,4,2,2012-11-09,,2012-11-09 00:00,True,uploads/olddocs/glava/2012/11/09/129_.doc
Распоряжение администрации города от 03.09.2012 № 112р О признании утратившим силу распоряжения администрации города от 31.07.2012 № 99 р «О введении особого противопожарного режима на терри-тории городского округа Фрязино Московской области»,Rasporyazhenie-administratsii-goroda-ot-03092012-112r-O-priznanii-utrativshim-silu-rasporyazheniya-administratsii-goroda-ot-31072012-99-r-O-vvedenii-osobogo-protivopozharnogo-rezhima-na-terri-torii-gorodskogo-okruga-Fryazino-Moskovskoy-oblasti,112,3,4,2,2012-09-03,,2012-09-03 00:00,True,uploads/olddocs/glava/2012/09/03/112p.doc
Распоряжение администрации города от 24.08.2012 № 108р О проведении смотра-конкурса «Лучший садовод»,Rasporyazhenie-administratsii-goroda-ot-24082012-108r-O-provedenii-smotra-konkursa-Luchshiy-sadovod,108,3,4,2,2012-08-24,,2012-08-24 00:00,True,uploads/olddocs/glava/2012/08/24/108p.doc
"Распоряжение администрации города от 24.08.2012 № 107р О проведении смотра-конкурса «На лучшее содержание и обслуживание частного, государственного и муниципального жилищных фондов»",Rasporyazhenie-administratsii-goroda-ot-24082012-107r-O-provedenii-smotra-konkursa-Na-luchshee-soderzhanie-i-obsluzhivanie-chastnogo-gosudarstvennogo-i-munitsipalnogo-zhilischnyh-fondov,107,3,4,2,2012-08-24,,2012-08-24 00:00,True,uploads/olddocs/glava/2012/08/24/107p.doc
Распоряжение администрации города от 20.08.2012 № 104р Об ограничении движения,Rasporyazhenie-administratsii-goroda-ot-20082012-104r-Ob-ogranichenii-dvizheniya,104,3,4,2,2012-08-20,,2012-08-20 00:00,True,uploads/olddocs/glava/2012/08/20/104p.doc
Распоряжение администрации города от 31.07.2012 № 99р О введении особого противопожарного режима на территории городского округа Фрязино Московской области,Rasporyazhenie-administratsii-goroda-ot-31072012-99r-O-vvedenii-osobogo-protivopozharnogo-rezhima-na-territorii-gorodskogo-okruga-Fryazino-Moskovskoy-oblasti,99,3,4,2,2012-07-31,,2012-07-31 00:00,True,uploads/olddocs/glava/2012/07/31/99_.doc
Распоряжение администрации города от 16.07.2012 № 93р О проведении крестного хода,Rasporyazhenie-administratsii-goroda-ot-16072012-93r-O-provedenii-krestnogo-hoda,93,3,4,2,2012-07-16,,2012-07-16 00:00,True,uploads/olddocs/glava/2012/07/16/93_.doc
"Распоряжение администрации города от 02.07.2012 № 90р Об утверждении перечня исполнителей, оказывающих муниципальные услуги",Rasporyazhenie-administratsii-goroda-ot-02072012-90r-Ob-utverzhdenii-perechnya-ispolniteley-okazyvayuschih-munitsipalnye-uslugi,90,3,4,2,2012-07-02,,2012-07-02 00:00,True,uploads/olddocs/glava/2012/07/02/90__.doc
Распоряжение администрации города от 24.04.2012 № 72р О проведении митинга,Rasporyazhenie-administratsii-goroda-ot-24042012-72r-O-provedenii-mitinga,72,3,4,2,2012-04-24,,2012-04-24 00:00,True,uploads/olddocs/glava/2012/04/24/72_.doc
"Распоряжение администрации города от 23.04.2012 № 71р О дополнительных мерах по обеспечению безопасности дорожного движения в период проведения праздничных мероприятий, посвященных 67-й годовщине Победы в Великой Отечественной войне 1941-1945 годов",Rasporyazhenie-administratsii-goroda-ot-23042012-71r-O-dopolnitelnyh-merah-po-obespecheniyu-bezopasnosti-dorozhnogo-dvizheniya-v-period-provedeniya-prazdnichnyh-meropriyatiy-posvyaschennyh-67-y-godovschine-Pobedy-v-Velikoy-Otechestvennoy-voyne-1941-1945-godov,71,3,4,2,2012-04-23,,2012-04-23 00:00,True,uploads/olddocs/glava/2012/04/23/71_.doc
Распоряжение администрации города от 07.02.2012 № 19 р О проведении митинга,Rasporyazhenie-administratsii-goroda-ot-07022012-19-r-O-provedenii-mitinga,19,3,4,2,2012-02-07,,2012-02-07 00:00,True,uploads/olddocs/glava/2012/02/07/19_.doc
Распоряжение администрации города от 25.01.2012 № 14 р Об ограничении стоянки автотранспорта,Rasporyazhenie-administratsii-goroda-ot-25012012-14-r-Ob-ogranichenii-stoyanki-avtotransporta,14,3,4,2,2012-01-25,,2012-01-25 00:00,True,uploads/olddocs/glava/2012/01/25/25.01.2012_14_.doc
