Постановление Главы городcкого округа Фрязино 16.10.2020 №524 Об утверждении Положения об оплате труда работников муниципальных образовательных учреждений городского округа Фрязино,Postanovlenie-Glavy-gorodckogo-okruga-Fryazino-16102020-524-Ob-utverzhdenii-Polozheniya-ob-oplate-truda-rabotnikov-munitsipalnyh-obrazovatelnyh-uchrezhdeniy-gorodskogo-okruga-Fryazino,524,1,4,2,2020-10-16,,2020-10-16 00:00,True,uploads/olddocs/glava/2020/10/16/524_2020.doc
"Постановление Главы городcкого округа Фрязино 16.10.2020 №523 О внесении изменений в постановление Главы городского округа Фрязино от 26.11.2018 № 751 «Об утверждении административного регламента предоставления муниципальной услуги «Прием в организации дополнительного образования и организации, осуществляющие спортивную подготовку в городском округе Фрязино Московской области»",Postanovlenie-Glavy-gorodckogo-okruga-Fryazino-16102020-523-O-vnesenii-izmeneniy-v-postanovlenie-Glavy-gorodskogo-okruga-Fryazino-ot-26112018-751-Ob-utverzhdenii-administrativnogo-reglamenta-predostavleniya-munitsipalnoy-uslugi-Priem-v-organizatsii-dopolnitelnogo-obrazovaniya-i-organizatsii-osuschestvlyayuschie-sportivnuyu-podgotovku-v-gorodskom-okruge-Fryazino-Moskovskoy-oblasti,523,1,4,2,2020-10-16,,2020-10-16 00:00,True,uploads/olddocs/glava/2020/10/16/523_2020.docx
Постановление Главы городcкого округа Фрязино 16.10.2020 №521 Об определении площадок для вывоза и временного складирования снега на территории городского округа Фрязино в зимний период 2020-2021 годов,Postanovlenie-Glavy-gorodckogo-okruga-Fryazino-16102020-521-Ob-opredelenii-ploschadok-dlya-vyvoza-i-vremennogo-skladirovaniya-snega-na-territorii-gorodskogo-okruga-Fryazino-v-zimniy-period-2020-2021-godov,521,1,4,2,2020-10-16,,2020-10-16 00:00,True,uploads/olddocs/glava/2020/10/16/521_2020.doc
Постановление Главы городcкого округа Фрязино 14.10.2020 №515 Об отмене особого противопожарного режима на территории городского округа Фрязино Московской области,Postanovlenie-Glavy-gorodckogo-okruga-Fryazino-14102020-515-Ob-otmene-osobogo-protivopozharnogo-rezhima-na-territorii-gorodskogo-okruga-Fryazino-Moskovskoy-oblasti,515,1,4,2,2020-10-14,,2020-10-14 00:00,True,uploads/olddocs/glava/2020/10/14/515_2020.doc
Постановление Главы городcкого округа Фрязино 09.10.2020 №511 Об усилении мер пожарной безопасности на территории городского округа Фрязино Московской области в осенне-зимний пожароопасный период 2020-2021 годов,Postanovlenie-Glavy-gorodckogo-okruga-Fryazino-09102020-511-Ob-usilenii-mer-pozharnoy-bezopasnosti-na-territorii-gorodskogo-okruga-Fryazino-Moskovskoy-oblasti-v-osenne-zimniy-pozharoopasnyy-period-2020-2021-godov,511,1,4,2,2020-10-09,,2020-10-09 00:00,True,uploads/olddocs/glava/2020/10/09/511_2020.doc
Постановление Главы городcкого округа Фрязино 09.10.2020 №509 О внесении изменений в постановление Главы городского округа Фрязино от 01.11.2019 № 658 «Об утверждении муниципальной программы городского округа Фрязино Московской области «Предпринимательство» на 2020-2024 годы»,Postanovlenie-Glavy-gorodckogo-okruga-Fryazino-09102020-509-O-vnesenii-izmeneniy-v-postanovlenie-Glavy-gorodskogo-okruga-Fryazino-ot-01112019-658-Ob-utverzhdenii-munitsipalnoy-programmy-gorodskogo-okruga-Fryazino-Moskovskoy-oblasti-Predprinimatelstvo-na-2020-2024-gody,509,1,4,2,2020-10-09,,2020-10-09 00:00,True,uploads/olddocs/glava/2020/10/09/509_2020.zip
Постановление Главы городcкого округа Фрязино 09.10.2020 №508 О внесении изменений в постановление Главы городского округа Фрязино от 01.11.2019 № 655 «Об утверждении муниципальной программы городского округа Фрязино Московской области «Безопасность и обеспечение безопасности жизнедеятельности населения» на 2020 – 2024 годы»,Postanovlenie-Glavy-gorodckogo-okruga-Fryazino-09102020-508-O-vnesenii-izmeneniy-v-postanovlenie-Glavy-gorodskogo-okruga-Fryazino-ot-01112019-655-Ob-utverzhdenii-munitsipalnoy-programmy-gorodskogo-okruga-Fryazino-Moskovskoy-oblasti-Bezopasnost-i-obespechenie-bezopasnosti-zhiznedeyatelnosti-naseleniya-na-2020-–-2024-gody,508,1,4,2,2020-10-09,,2020-10-09 00:00,True,uploads/olddocs/glava/2020/10/09/508_2020.zip
"Постановление Главы городcкого округа Фрязино 09.10.2020 №507 Об установлении тарифов на платные дополнительные образовательные услуги, предоставляемые муниципальными учреждениями городского округа Фрязино, подведомственными Управлению образования городского округа Фрязино, на 2020-2021 учебный год",Postanovlenie-Glavy-gorodckogo-okruga-Fryazino-09102020-507-Ob-ustanovlenii-tarifov-na-platnye-dopolnitelnye-obrazovatelnye-uslugi-predostavlyaemye-munitsipalnymi-uchrezhdeniyami-gorodskogo-okruga-Fryazino-podvedomstvennymi-Upravleniyu-obrazovaniya-gorodskogo-okruga-Fryazino-na-2020-2021-uchebnyy-god,507,1,4,2,2020-10-09,,2020-10-09 00:00,True,uploads/olddocs/glava/2020/10/09/507_2020.doc
Постановление Главы городcкого округа Фрязино 07.10.2020 №504 О внесении изменений в постановление Главы городского округа Фрязино от 21.11.2019 № 697 «О стоимости частичной компенсации питания обучающихся в муниципальных образовательных учреждениях городского округа Фрязино»,Postanovlenie-Glavy-gorodckogo-okruga-Fryazino-07102020-504-O-vnesenii-izmeneniy-v-postanovlenie-Glavy-gorodskogo-okruga-Fryazino-ot-21112019-697-O-stoimosti-chastichnoy-kompensatsii-pitaniya-obuchayuschihsya-v-munitsipalnyh-obrazovatelnyh-uchrezhdeniyah-gorodskogo-okruga-Fryazino,504,1,4,2,2020-10-07,,2020-10-07 00:00,True,uploads/olddocs/glava/2020/10/07/504_2020.docx
"Постановление Главы городcкого округа Фрязино 05.10.2020 №501 О внесении изменений в постановление Главы города Фрязино от 29.12.2017 № 1003 «Об утверждении административного регламента администрации города Фрязино по предоставлению государственной услуги «Обеспечение детей-сирот и детей, оставшихся без попечения родителей, лиц из числа детей-сирот и детей, оставшихся без попечения родителей, благоустроенными жилыми помещениями специализированного жилищного фонда по договорам найма специализированных жилых помещений в городском округе Фрязино Московской области»",Postanovlenie-Glavy-gorodckogo-okruga-Fryazino-05102020-501-O-vnesenii-izmeneniy-v-postanovlenie-Glavy-goroda-Fryazino-ot-29122017-1003-Ob-utverzhdenii-administrativnogo-reglamenta-administratsii-goroda-Fryazino-po-predostavleniyu-gosudarstvennoy-uslugi-Obespechenie-detey-sirot-i-detey-ostavshihsya-bez-popecheniya-roditeley-lits-iz-chisla-detey-sirot-i-detey-ostavshihsya-bez-popecheniya-roditeley-blagoustroennymi-zhilymi-pomescheniyami-spetsializirovannogo-zhilischnogo-fonda-po-dogovoram-nayma-spetsializirovannyh-zhilyh-pomescheniy-v-gorodskom-okruge-Fryazino-Moskovskoy-oblasti,501,1,4,2,2020-10-05,,2020-10-05 00:00,True,uploads/olddocs/glava/2020/10/05/501_2020.zip
