Решение Совета депутатов № 456 от 30.09.2020 О досрочном освобождении от должности председателя Контрольно-счетной палаты городского округа Фрязино Панченко Л.А.,Reshenie-Soveta-deputatov-456-ot-30092020-O-dosrochnom-osvobozhdenii-ot-dolzhnosti-predsedatelya-Kontrolno-schetnoy-palaty-gorodskogo-okruga-Fryazino-Panchenko-LA,456,2,5,3,30.09.2020,,30.09.2020 00:00,True,uploads/olddocs/2020/09/30/456_2020.doc
Решение Совета депутатов № 455 от 30.09.2020 Об утверждении членов Общественной палаты городского округа Фрязино Московской области,Reshenie-Soveta-deputatov-455-ot-30092020-Ob-utverzhdenii-chlenov-Obschestvennoy-palaty-gorodskogo-okruga-Fryazino-Moskovskoy-oblasti,455,2,5,3,30.09.2020,,30.09.2020 00:00,True,uploads/olddocs/2020/09/30/455_2020.doc
Решение Совета депутатов № 454 от 02.09.2020 О ходатайстве,Reshenie-Soveta-deputatov-454-ot-02092020-O-hodataystve,454,2,5,3,02.09.2020,,02.09.2020 00:00,True,uploads/olddocs/2020/09/02/454_2020.doc
Решение Совета депутатов № 453 от 02.09.2020 О принятии имущества из собственности Московской области в муниципальную собственность городского округа Фрязино Московской области,Reshenie-Soveta-deputatov-453-ot-02092020-O-prinyatii-imuschestva-iz-sobstvennosti-Moskovskoy-oblasti-v-munitsipalnuyu-sobstvennost-gorodskogo-okruga-Fryazino-Moskovskoy-oblasti,453,2,5,3,02.09.2020,,02.09.2020 00:00,True,uploads/olddocs/2020/09/02/453_2020.doc
"Решение Совета депутатов № 452 от 02.09.2020 О внесении изменений в решение Совета депутатов городского округа Фрязино от 23.05.2019 № 341 «О мерах социальной поддержки работников государственных учреждений здравоохранения Московской области, оказывающих медицинскую помощь на территории городского округа Фрязино Московской области»",Reshenie-Soveta-deputatov-452-ot-02092020-O-vnesenii-izmeneniy-v-reshenie-Soveta-deputatov-gorodskogo-okruga-Fryazino-ot-23052019-341-«O-merah-sotsialnoy-podderzhki-rabotnikov-gosudarstvennyh-uchrezhdeniy-zdravoohraneniya-Moskovskoy-oblasti-okazyvayuschih-meditsinskuyu-pomosch-na-territorii-gorodskogo-okruga-Fryazino-Moskovskoy-oblasti»,452,2,5,3,02.09.2020,,02.09.2020 00:00,True,uploads/olddocs/2020/09/02/452_2020.doc
Решение Совета депутатов № 451 от 02.09.2020 О внесении изменений в решение Совета депутатов городского округа Фрязино от 28.11.2019 № 381 «О бюджете городского округа Фрязино на 2020 год и на плановый период 2021 и 2022 годов»,Reshenie-Soveta-deputatov-451-ot-02092020-O-vnesenii-izmeneniy-v-reshenie-Soveta-deputatov-gorodskogo-okruga-Fryazino-ot-28112019-381-«O-byudzhete-gorodskogo-okruga-Fryazino-na-2020-god-i-na-planovyy-period-2021-i-2022-godov»,451,2,5,3,02.09.2020,,02.09.2020 00:00,True,uploads/olddocs/2020/09/02/451_2020.zip
Решение Совета депутатов № 450 от 06.08.2020 О награждении,Reshenie-Soveta-deputatov-450-ot-06082020-O-nagrazhdenii,450,2,5,3,06.08.2020,,06.08.2020 00:00,True,uploads/olddocs/2020/08/06/450_2020.doc
Решение Совета депутатов № 449 от 06.08.2020 О признании утратившим силу решения Совета депутатов города Фрязино от 28.04.2016 № 80,Reshenie-Soveta-deputatov-449-ot-06082020-O-priznanii-utrativshim-silu-resheniya-Soveta-deputatov-goroda-Fryazino-ot-28042016-80,449,2,5,3,06.08.2020,,06.08.2020 00:00,True,uploads/olddocs/2020/08/06/449_2020.doc
Решение Совета депутатов № 448 от 06.08.2020 О рассмотрении протеста Щелковской городской прокуратуры от 19.06.2020 № 7-01-01-2020,Reshenie-Soveta-deputatov-448-ot-06082020-O-rassmotrenii-protesta-Schelkovskoy-gorodskoy-prokuratury-ot-19062020-7-01-01-2020,448,2,5,3,06.08.2020,,06.08.2020 00:00,True,uploads/olddocs/2020/08/06/448_2020.doc
Решение Совета депутатов № 447 от 06.08.2020 О внесении изменений в «Положение о муниципальной службе в городском округе Фрязино»,Reshenie-Soveta-deputatov-447-ot-06082020-O-vnesenii-izmeneniy-v-«Polozhenie-o-munitsipalnoy-sluzhbe-v-gorodskom-okruge-Fryazino»,447,2,5,3,06.08.2020,,06.08.2020 00:00,True,uploads/olddocs/2020/08/06/447_2020.doc
